0,election,incumbenteffect,first_other,lab,con,libdem,winprob_other,winprob_lab,winprob_con,winprob_libdem
196,greatermanchester2021,4.5,6.412243856,51.00273571,24.67933871,5.245949043,0.04,0.91,0.06,0
197,greatermanchester2021,4.6,6.415381158,51.07729193,24.60350108,5.229519601,0.04,0.91,0.06,0
198,greatermanchester2021,4.7,6.383350764,51.16661492,24.55263027,5.212061256,0.04,0.91,0.06,0
199,greatermanchester2021,4.8,6.348935983,51.2891467,24.55400807,5.210419789,0.04,0.91,0.06,0
200,greatermanchester2021,4.9,6.366997453,51.35100287,24.45690077,5.182603247,0.04,0.91,0.06,0
201,greatermanchester2021,5,6.377054438,51.41403834,24.35211625,5.190947141,0.04,0.91,0.06,0
202,greatermanchester2021,5.1,6.312708116,51.55816661,24.36224565,5.168377557,0.03,0.91,0.06,0
203,greatermanchester2021,5.2,6.36355634,51.59014109,24.21019543,5.136527156,0.03,0.91,0.05,0
204,greatermanchester2021,5.3,6.304517328,51.76282358,24.22092522,5.114962582,0.03,0.91,0.05,0
205,greatermanchester2021,5.4,6.328257377,51.8323696,24.05666266,5.123236349,0.03,0.92,0.05,0
206,greatermanchester2021,5.5,6.268683354,51.97107917,24.03485675,5.094701211,0.03,0.92,0.05,0
207,greatermanchester2021,5.6,6.267776602,52.09148356,23.92652257,5.088825524,0.03,0.92,0.05,0
208,greatermanchester2021,5.7,6.255026802,52.15298193,23.89166065,5.053911096,0.03,0.92,0.05,0
209,greatermanchester2021,5.8,6.218780257,52.32074909,23.83692617,5.027306277,0.03,0.92,0.05,0
210,greatermanchester2021,5.9,6.239207827,52.3585718,23.70619726,5.038225985,0.03,0.92,0.05,0
211,greatermanchester2021,6,6.227391277,52.39538425,23.68998855,5.003385641,0.03,0.92,0.05,0
212,greatermanchester2021,6.1,6.202048985,52.55648684,23.60683894,5.005665522,0.03,0.92,0.04,0
213,greatermanchester2021,6.2,6.172713816,52.70960575,23.49888909,4.979508536,0.03,0.93,0.04,0
214,greatermanchester2021,6.3,6.146686898,52.82105531,23.44551576,4.954131641,0.03,0.93,0.04,0
215,greatermanchester2021,6.4,6.159242673,52.83880855,23.39086382,4.966450239,0.03,0.93,0.04,0
216,greatermanchester2021,6.5,6.134450012,53.01403505,23.30232592,4.931903795,0.03,0.93,0.04,0
217,greatermanchester2021,6.6,6.098980828,53.13184916,23.26487541,4.906227646,0.03,0.93,0.04,0
218,greatermanchester2021,6.7,6.122209694,53.15193604,23.15966551,4.885835385,0.03,0.93,0.04,0
219,greatermanchester2021,6.8,6.080986833,53.35844663,23.06152101,4.868110518,0.03,0.93,0.04,0
220,greatermanchester2021,6.9,6.031094574,53.44130197,23.03564115,4.855763268,0.03,0.93,0.04,0
221,greatermanchester2021,7,6.077185975,53.39818219,22.95878084,4.862378135,0.03,0.93,0.04,0
222,greatermanchester2021,7.1,6.05675965,53.57368206,22.85087598,4.839091281,0.03,0.93,0.04,0
223,greatermanchester2021,7.2,6.049940377,53.64854234,22.72960832,4.821485447,0.03,0.94,0.04,0
224,greatermanchester2021,7.3,6.026985323,53.81379571,22.63061283,4.810176067,0.03,0.94,0.03,0
225,greatermanchester2021,7.4,5.991126611,53.94339162,22.59888225,4.785865373,0.03,0.94,0.03,0
226,greatermanchester2021,7.5,6.010826563,53.93414631,22.51103601,4.764147882,0.03,0.94,0.03,0
227,greatermanchester2021,7.6,5.983994641,54.05837049,22.45404857,4.758720776,0.03,0.94,0.03,0
228,greatermanchester2021,7.7,5.94134593,54.2309277,22.36373305,4.7425345,0.03,0.94,0.03,0
229,greatermanchester2021,7.8,5.94419785,54.29734853,22.32198568,4.715560845,0.03,0.94,0.03,0
230,greatermanchester2021,7.9,5.928966853,54.34393274,22.23044791,4.700541881,0.03,0.94,0.03,0
231,greatermanchester2021,8,5.94256558,54.37527262,22.12154286,4.677508292,0.03,0.94,0.03,0
232,greatermanchester2021,8.1,5.881779445,54.55432648,22.11075676,4.653922169,0.03,0.94,0.03,0
233,greatermanchester2021,8.2,5.903295792,54.63096852,21.9708738,4.64824187,0.03,0.94,0.03,0
234,greatermanchester2021,8.3,5.87095715,54.72209365,21.90645442,4.628933371,0.03,0.94,0.03,0
235,greatermanchester2021,8.4,5.832463869,54.87878176,21.84355262,4.613969795,0.03,0.94,0.03,0
236,greatermanchester2021,8.5,5.850934591,54.93417795,21.75826469,4.58979284,0.03,0.94,0.03,0
237,greatermanchester2021,8.6,5.789522277,55.13803251,21.65860824,4.557678792,0.03,0.95,0.03,0
238,greatermanchester2021,8.7,5.808406424,55.15720475,21.53415517,4.562461987,0.03,0.95,0.03,0
239,greatermanchester2021,8.8,5.786826322,55.2599385,21.53408082,4.52972341,0.03,0.95,0.03,0
240,greatermanchester2021,8.9,5.752707904,55.37105889,21.43750777,4.509648507,0.03,0.95,0.03,0
241,greatermanchester2021,9,5.757136655,55.46971329,21.31906917,4.5059211,0.03,0.95,0.03,0
242,greatermanchester2021,9.1,5.704586116,55.6573115,21.2500405,4.47794745,0.03,0.95,0.02,0
243,greatermanchester2021,9.2,5.711910931,55.68667887,21.16351563,4.441824254,0.03,0.95,0.02,0
244,greatermanchester2021,9.3,5.702758912,55.75962808,21.10363699,4.421811835,0.03,0.95,0.02,0
245,greatermanchester2021,9.4,5.681673015,55.85004379,21.01421247,4.413107999,0.03,0.95,0.02,0
246,greatermanchester2021,9.5,5.65761815,55.97661871,20.9030058,4.403050948,0.03,0.95,0.02,0
247,greatermanchester2021,9.6,5.671668361,56.02029933,20.83910505,4.376543275,0.03,0.95,0.02,0
248,greatermanchester2021,9.7,5.663198451,56.1213832,20.7159815,4.356414642,0.03,0.95,0.02,0
249,greatermanchester2021,9.8,5.613162653,56.26813504,20.64669913,4.321286238,0.02,0.96,0.02,0
250,greatermanchester2021,9.9,5.5980509,56.36059176,20.60073933,4.319846069,0.03,0.95,0.02,0
251,greatermanchester2021,10,5.552891,56.4989432,20.4921029,4.301081984,0.02,0.96,0.02,0
252,greatermanchester2021,10.1,5.563406077,56.56582967,20.35975415,4.274022235,0.02,0.96,0.02,0
253,greatermanchester2021,10.2,5.547510375,56.74747601,20.23156763,4.232860186,0.02,0.96,0.02,0
254,greatermanchester2021,10.3,5.513672168,56.83108372,20.20653769,4.223161219,0.02,0.96,0.02,0
255,greatermanchester2021,10.4,5.496143733,56.90321749,20.09829292,4.223501568,0.02,0.96,0.02,0
256,greatermanchester2021,10.5,5.5020336,56.92626637,20.02466834,4.209115618,0.02,0.96,0.02,0
257,greatermanchester2021,10.6,5.511940934,56.97178494,19.92618663,4.161932185,0.02,0.96,0.02,0
258,greatermanchester2021,10.7,5.485526184,57.16114701,19.79573313,4.143209411,0.02,0.96,0.02,0
259,greatermanchester2021,10.8,5.477675118,57.18609972,19.72712607,4.131301919,0.02,0.96,0.02,0
260,greatermanchester2021,10.9,5.426901615,57.36418607,19.64409064,4.121224272,0.02,0.96,0.02,0
261,greatermanchester2021,11,5.430210639,57.40318477,19.52922501,4.091680411,0.02,0.96,0.02,0
262,greatermanchester2021,11.1,5.375193759,57.59399374,19.46231485,4.068246353,0.02,0.96,0.02,0
263,greatermanchester2021,11.2,5.347402485,57.67411272,19.37886359,4.046863195,0.02,0.96,0.02,0
