0,election,incumbenteffect,first_other,lab,con,libdem,winprob_other,winprob_lab,winprob_con,winprob_libdem
615,teesvalley2021,1.4,0,53.0560025,46.9439975,0,0,0.62,0.38,0
616,teesvalley2021,1.5,0,52.98304711,47.01695289,0,0,0.61,0.39,0
617,teesvalley2021,1.6,0,52.8587268,47.1412732,0,0,0.61,0.39,0
618,teesvalley2021,1.7,0,52.77655718,47.22344282,0,0,0.61,0.39,0
619,teesvalley2021,1.8,0,52.66963541,47.33036459,0,0,0.6,0.4,0
620,teesvalley2021,1.9,0,52.59960455,47.40039545,0,0,0.6,0.4,0
621,teesvalley2021,2,0,52.39059189,47.60940811,0,0,0.59,0.41,0
622,teesvalley2021,2.1,0,52.35043034,47.64956966,0,0,0.59,0.41,0
623,teesvalley2021,2.2,0,52.24015198,47.75984802,0,0,0.59,0.41,0
624,teesvalley2021,2.3,0,52.20330387,47.79669613,0,0,0.59,0.41,0
625,teesvalley2021,2.4,0,52.05583778,47.94416222,0,0,0.58,0.42,0
626,teesvalley2021,2.5,0,51.95796206,48.04203794,0,0,0.58,0.42,0
627,teesvalley2021,2.6,0,51.75197524,48.24802476,0,0,0.57,0.43,0
628,teesvalley2021,2.7,0,51.75063543,48.24936457,0,0,0.57,0.43,0
629,teesvalley2021,2.8,0,51.60773512,48.39226488,0,0,0.57,0.43,0
630,teesvalley2021,2.9,0,51.57697129,48.42302871,0,0,0.56,0.44,0
631,teesvalley2021,3,0,51.47050495,48.52949505,0,0,0.56,0.44,0
632,teesvalley2021,3.1,0,51.34022302,48.65977698,0,0,0.56,0.45,0
633,teesvalley2021,3.2,0,51.28873775,48.71126225,0,0,0.55,0.45,0
634,teesvalley2021,3.3,0,51.15739076,48.84260924,0,0,0.55,0.45,0
635,teesvalley2021,3.4,0,51.12371846,48.87628154,0,0,0.55,0.45,0
636,teesvalley2021,3.5,0,50.94027216,49.05972784,0,0,0.54,0.46,0
637,teesvalley2021,3.6,0,50.8046918,49.1953082,0,0,0.54,0.46,0
638,teesvalley2021,3.7,0,50.80133258,49.19866742,0,0,0.53,0.47,0
639,teesvalley2021,3.8,0,50.64391645,49.35608355,0,0,0.53,0.47,0
640,teesvalley2021,3.9,0,50.58774401,49.41225599,0,0,0.53,0.47,0
641,teesvalley2021,4,0,50.3950689,49.6049311,0,0,0.52,0.48,0
642,teesvalley2021,4.1,0,50.32730146,49.67269854,0,0,0.52,0.48,0
643,teesvalley2021,4.2,0,50.26172546,49.73827454,0,0,0.52,0.48,0
644,teesvalley2021,4.3,0,50.2148896,49.7851104,0,0,0.51,0.49,0
645,teesvalley2021,4.4,0,50.07580012,49.92419988,0,0,0.51,0.49,0
646,teesvalley2021,4.5,0,49.90825787,50.09174213,0,0,0.5,0.5,0
647,teesvalley2021,4.6,0,49.86919344,50.13080656,0,0,0.5,0.5,0
648,teesvalley2021,4.7,0,49.7788355,50.2211645,0,0,0.5,0.5,0
649,teesvalley2021,4.8,0,49.6840298,50.3159702,0,0,0.49,0.51,0
650,teesvalley2021,4.9,0,49.51369263,50.48630737,0,0,0.49,0.51,0
651,teesvalley2021,5,0,49.4561133,50.5438867,0,0,0.49,0.51,0
652,teesvalley2021,5.1,0,49.32434547,50.67565453,0,0,0.48,0.52,0
653,teesvalley2021,5.2,0,49.27607174,50.72392826,0,0,0.48,0.52,0
654,teesvalley2021,5.3,0,49.15616757,50.84383243,0,0,0.48,0.52,0
655,teesvalley2021,5.4,0,49.06835433,50.93164567,0,0,0.47,0.53,0
656,teesvalley2021,5.5,0,48.92667182,51.07332818,0,0,0.47,0.53,0
657,teesvalley2021,5.6,0,48.84538562,51.15461438,0,0,0.46,0.54,0
658,teesvalley2021,5.7,0,48.80323417,51.19676583,0,0,0.46,0.54,0
659,teesvalley2021,5.8,0,48.69269928,51.30730072,0,0,0.46,0.54,0
660,teesvalley2021,5.9,0,48.52296824,51.47703176,0,0,0.45,0.55,0
661,teesvalley2021,6,0,48.47350943,51.52649057,0,0,0.45,0.55,0
662,teesvalley2021,6.1,0,48.29294777,51.70705223,0,0,0.45,0.56,0
663,teesvalley2021,6.2,0,48.23543206,51.76456794,0,0,0.44,0.56,0
964,westofengland2021,6.3,14.29027436,42.15329654,32.49924267,11.05718643,0.09,0.64,0.26,0.01
665,teesvalley2021,6.4,0,48.01568349,51.98431651,0,0,0.44,0.57,0
666,teesvalley2021,6.5,0,47.95911996,52.04088004,0,0,0.43,0.57,0
667,teesvalley2021,6.6,0,47.91216474,52.08783526,0,0,0.43,0.57,0
668,teesvalley2021,6.7,0,47.79705643,52.20294357,0,0,0.43,0.57,0
669,teesvalley2021,6.8,0,47.65993742,52.34006258,0,0,0.42,0.58,0
670,teesvalley2021,6.9,0,47.57882519,52.42117481,0,0,0.42,0.58,0
671,teesvalley2021,7,0,47.47071799,52.52928201,0,0,0.41,0.59,0
672,teesvalley2021,7.1,0,47.41497609,52.58502391,0,0,0.41,0.59,0
673,teesvalley2021,7.2,0,47.26203864,52.73796136,0,0,0.41,0.59,0
674,teesvalley2021,7.3,0,47.08837916,52.91162084,0,0,0.4,0.6,0
675,teesvalley2021,7.4,0,47.07613108,52.92386892,0,0,0.4,0.6,0
676,teesvalley2021,7.5,0,46.93952545,53.06047455,0,0,0.4,0.6,0
677,teesvalley2021,7.6,0,46.88684,53.11316,0,0,0.39,0.61,0
678,teesvalley2021,7.7,0,46.72086919,53.27913081,0,0,0.39,0.61,0
679,teesvalley2021,7.8,0,46.64129091,53.35870909,0,0,0.39,0.62,0
680,teesvalley2021,7.9,0,46.54438352,53.45561648,0,0,0.38,0.62,0
681,teesvalley2021,8,0,46.41717548,53.58282452,0,0,0.38,0.62,0
682,teesvalley2021,8.1,0,46.36416793,53.63583207,0,0,0.38,0.62,0
683,teesvalley2021,8.2,0,46.20863173,53.79136827,0,0,0.37,0.63,0
684,teesvalley2021,8.3,0,46.15450998,53.84549002,0,0,0.37,0.63,0
685,teesvalley2021,8.4,0,46.03589139,53.96410861,0,0,0.36,0.64,0
686,teesvalley2021,8.5,0,45.95759148,54.04240852,0,0,0.36,0.64,0
687,teesvalley2021,8.6,0,45.85892195,54.14107805,0,0,0.36,0.64,0
688,teesvalley2021,8.7,0,45.74478453,54.25521547,0,0,0.35,0.65,0
689,teesvalley2021,8.8,0,45.71029149,54.28970851,0,0,0.35,0.65,0
690,teesvalley2021,8.9,0,45.5205419,54.4794581,0,0,0.35,0.66,0
691,teesvalley2021,9,0,45.35417778,54.64582222,0,0,0.34,0.66,0
692,teesvalley2021,9.1,0,45.29707101,54.70292899,0,0,0.34,0.66,0
693,teesvalley2021,9.2,0,45.22404033,54.77595967,0,0,0.34,0.66,0
694,teesvalley2021,9.3,0,45.20904074,54.79095926,0,0,0.34,0.66,0
695,teesvalley2021,9.4,0,45.03293939,54.96706061,0,0,0.33,0.67,0
696,teesvalley2021,9.5,0,44.98294258,55.01705742,0,0,0.33,0.67,0
697,teesvalley2021,9.6,0,44.87386524,55.12613476,0,0,0.32,0.68,0
698,teesvalley2021,9.7,0,44.7510061,55.2489939,0,0,0.32,0.68,0
699,teesvalley2021,9.8,0,44.65956578,55.34043422,0,0,0.32,0.68,0
700,teesvalley2021,9.9,0,44.52653814,55.47346186,0,0,0.31,0.69,0
701,teesvalley2021,10,0,44.48978002,55.51021998,0,0,0.31,0.69,0
702,teesvalley2021,10.1,0,44.36678961,55.63321039,0,0,0.31,0.69,0
703,teesvalley2021,10.2,0,44.24021073,55.75978927,0,0,0.3,0.7,0
704,teesvalley2021,10.3,0,44.11389974,55.88610026,0,0,0.3,0.7,0
705,teesvalley2021,10.4,0,44.07593803,55.92406197,0,0,0.3,0.7,0
706,teesvalley2021,10.5,0,43.95413409,56.04586591,0,0,0.29,0.71,0
707,teesvalley2021,10.6,0,43.91838204,56.08161796,0,0,0.29,0.71,0
708,teesvalley2021,10.7,0,43.71569737,56.28430263,0,0,0.29,0.71,0
709,teesvalley2021,10.8,0,43.66252231,56.33747769,0,0,0.29,0.71,0
710,teesvalley2021,10.9,0,43.54286068,56.45713932,0,0,0.28,0.72,0
711,teesvalley2021,11,0,43.37737126,56.62262874,0,0,0.28,0.72,0
712,teesvalley2021,11.1,0,43.34652925,56.65347075,0,0,0.28,0.72,0
713,teesvalley2021,11.2,0,43.22554808,56.77445192,0,0,0.27,0.73,0
714,teesvalley2021,11.3,0,43.10981803,56.89018197,0,0,0.27,0.73,0
715,teesvalley2021,11.4,0,43.09608952,56.90391048,0,0,0.27,0.73,0
716,teesvalley2021,11.5,0,42.90144119,57.09855881,0,0,0.26,0.74,0
717,teesvalley2021,11.6,0,42.83952865,57.16047135,0,0,0.26,0.74,0
718,teesvalley2021,11.7,0,42.73889567,57.26110433,0,0,0.26,0.74,0
719,teesvalley2021,11.8,0,42.6969925,57.3030075,0,0,0.26,0.74,0
720,teesvalley2021,11.9,0,42.48973024,57.51026976,0,0,0.25,0.75,0
721,teesvalley2021,12,0,42.46295729,57.53704271,0,0,0.25,0.75,0
722,teesvalley2021,12.1,0,42.39061178,57.60938822,0,0,0.25,0.75,0
723,teesvalley2021,12.2,0,42.19230032,57.80769968,0,0,0.24,0.76,0
724,teesvalley2021,12.3,0,42.11539835,57.88460165,0,0,0.24,0.76,0
725,teesvalley2021,12.4,0,42.05751924,57.94248076,0,0,0.24,0.76,0
726,teesvalley2021,12.5,0,41.96759244,58.03240756,0,0,0.24,0.77,0
727,teesvalley2021,12.6,0,41.79428943,58.20571057,0,0,0.23,0.77,0
728,teesvalley2021,12.7,0,41.72403202,58.27596798,0,0,0.23,0.77,0
729,teesvalley2021,12.8,0,41.67044578,58.32955422,0,0,0.23,0.77,0
730,teesvalley2021,12.9,0,41.56508497,58.43491503,0,0,0.22,0.78,0
731,teesvalley2021,13,0,41.54332086,58.45667914,0,0,0.22,0.78,0
732,teesvalley2021,13.1,0,41.35283461,58.64716539,0,0,0.22,0.78,0
733,teesvalley2021,13.2,0,41.31440918,58.68559082,0,0,0.22,0.78,0
734,teesvalley2021,13.3,0,41.22899828,58.77100172,0,0,0.21,0.79,0
735,teesvalley2021,13.4,0,41.03647772,58.96352228,0,0,0.21,0.79,0
736,teesvalley2021,13.5,0,40.8926607,59.1073393,0,0,0.21,0.8,0
737,teesvalley2021,13.6,0,40.84114648,59.15885352,0,0,0.2,0.8,0
738,teesvalley2021,13.7,0,40.753131,59.246869,0,0,0.2,0.8,0
739,teesvalley2021,13.8,0,40.6998751,59.3001249,0,0,0.2,0.8,0
740,teesvalley2021,13.9,0,40.53200598,59.46799402,0,0,0.2,0.8,0
741,teesvalley2021,14,0,40.4245273,59.5754727,0,0,0.19,0.81,0
742,teesvalley2021,14.1,0,40.41169643,59.58830357,0,0,0.19,0.81,0
743,teesvalley2021,14.2,0,40.18640746,59.81359254,0,0,0.19,0.81,0
744,teesvalley2021,14.3,0,40.13748923,59.86251077,0,0,0.18,0.82,0
745,teesvalley2021,14.4,0,40.06283405,59.93716595,0,0,0.18,0.82,0
746,teesvalley2021,14.5,0,39.92938707,60.07061293,0,0,0.18,0.82,0
747,teesvalley2021,14.6,0,39.91399353,60.08600647,0,0,0.18,0.82,0
748,teesvalley2021,14.7,0,39.72725028,60.27274972,0,0,0.18,0.82,0
749,teesvalley2021,14.8,0,39.65783272,60.34216728,0,0,0.18,0.83,0
750,teesvalley2021,14.9,0,39.55881947,60.44118053,0,0,0.17,0.83,0
751,westmidlands2021,0,11.19550536,44.9468066,34.33977261,4.188353056,0.07,0.69,0.25,0
752,westmidlands2021,0.1,11.27893209,44.7578377,34.4142178,4.198472746,0.07,0.68,0.25,0
753,westmidlands2021,0.2,11.22962015,44.66685271,34.58319876,4.186896996,0.07,0.68,0.26,0
754,westmidlands2021,0.3,11.21209984,44.64233661,34.64545923,4.169889371,0.06,0.68,0.26,0
755,westmidlands2021,0.4,11.17703569,44.5793124,34.75096212,4.177965835,0.06,0.67,0.26,0
756,westmidlands2021,0.5,11.1274488,44.4959494,34.90722693,4.18180859,0.06,0.67,0.27,0
757,westmidlands2021,0.6,11.14210361,44.48925539,34.92724622,4.164711196,0.07,0.67,0.27,0
758,westmidlands2021,0.7,11.14678615,44.37407963,35.04092702,4.14737861,0.07,0.66,0.27,0
759,westmidlands2021,0.8,11.13040752,44.33077574,35.12475429,4.139287867,0.07,0.66,0.27,0
760,westmidlands2021,0.9,11.124969,44.16282741,35.29393297,4.136267801,0.06,0.66,0.28,0
761,westmidlands2021,1,11.0773857,44.15367108,35.38738434,4.121069552,0.06,0.66,0.28,0
762,westmidlands2021,1.1,11.08358187,44.05390998,35.47259966,4.10420835,0.07,0.65,0.28,0
763,westmidlands2021,1.2,11.00737148,44.02505699,35.62589836,4.112060336,0.06,0.65,0.29,0
764,westmidlands2021,1.3,11.05680149,43.98116062,35.62075472,4.117365487,0.06,0.65,0.29,0
765,westmidlands2021,1.4,11.0607861,43.85865139,35.73384888,4.110396899,0.06,0.64,0.29,0
766,westmidlands2021,1.5,10.94039122,43.89332964,35.86637283,4.104323854,0.06,0.64,0.3,0
767,westmidlands2021,1.6,10.99151721,43.70316557,35.98459464,4.087577051,0.06,0.64,0.3,0
768,westmidlands2021,1.7,10.95872607,43.67968895,36.06947556,4.084069871,0.06,0.63,0.3,0
769,westmidlands2021,1.8,10.89549529,43.61641067,36.24901732,4.075294362,0.06,0.63,0.31,0
770,westmidlands2021,1.9,10.95497806,43.49906415,36.30402022,4.056374754,0.06,0.63,0.31,0
771,westmidlands2021,2,10.89778494,43.47055663,36.37954125,4.069295419,0.06,0.63,0.31,0
772,westmidlands2021,2.1,10.92403721,43.37771897,36.44271033,4.044242487,0.06,0.62,0.32,0
773,westmidlands2021,2.2,10.95212934,43.27069386,36.54995272,4.026981505,0.06,0.62,0.32,0
774,westmidlands2021,2.3,10.83691028,43.28502756,36.69798565,4.033519909,0.06,0.62,0.32,0
775,westmidlands2021,2.4,10.83581179,43.24177872,36.73982222,4.037011064,0.06,0.61,0.33,0
776,westmidlands2021,2.5,10.84481716,43.14106273,36.8449744,4.011695322,0.06,0.61,0.33,0
777,westmidlands2021,2.6,10.84111191,43.03964949,36.93891614,4.027802078,0.06,0.61,0.33,0
778,westmidlands2021,2.7,10.82606718,42.93069102,37.10285282,4.011660423,0.06,0.6,0.34,0
779,westmidlands2021,2.8,10.81410116,42.89443151,37.14973385,3.989609816,0.06,0.6,0.34,0
780,westmidlands2021,2.9,10.7528644,42.856669,37.27143155,3.999173339,0.06,0.6,0.34,0
781,westmidlands2021,3,10.82742627,42.71342738,37.33008541,3.978095787,0.06,0.59,0.35,0
782,westmidlands2021,3.1,10.74435584,42.69973735,37.46707246,3.990572905,0.06,0.59,0.35,0
783,westmidlands2021,3.2,10.79884329,42.60040817,37.49052172,3.967976477,0.06,0.59,0.35,0
784,westmidlands2021,3.3,10.69190604,42.58216701,37.67219537,3.962976649,0.06,0.58,0.36,0
785,westmidlands2021,3.4,10.75132551,42.41988352,37.75023327,3.955711046,0.06,0.58,0.36,0
786,westmidlands2021,3.5,10.72437844,42.34258865,37.90959804,3.933239798,0.06,0.58,0.37,0
787,westmidlands2021,3.6,10.68812755,42.29941857,38.01700149,3.929892013,0.06,0.57,0.37,0
788,westmidlands2021,3.7,10.68059406,42.26194466,38.02222389,3.937192685,0.06,0.57,0.37,0
789,westmidlands2021,3.8,10.69388754,42.14104486,38.15130428,3.931462008,0.06,0.57,0.37,0
790,westmidlands2021,3.9,10.60978378,42.16753973,38.25474518,3.925407585,0.06,0.57,0.38,0
791,westmidlands2021,4,10.6416563,41.98857639,38.38609831,3.918768005,0.06,0.56,0.38,0
792,westmidlands2021,4.1,10.62030831,42.00138707,38.42208499,3.902999084,0.06,0.56,0.38,0
793,westmidlands2021,4.2,10.54175038,41.94787125,38.56839152,3.902407208,0.06,0.55,0.39,0
794,westmidlands2021,4.3,10.55231756,41.86189425,38.66396008,3.895951183,0.06,0.55,0.39,0
795,westmidlands2021,4.4,10.57515152,41.74667829,38.76039254,3.882339502,0.06,0.55,0.4,0
796,westmidlands2021,4.5,10.52166806,41.74562995,38.83085818,3.884518022,0.06,0.54,0.4,0
797,westmidlands2021,4.6,10.50529602,41.62228621,38.98762842,3.881697661,0.06,0.54,0.4,0
798,westmidlands2021,4.7,10.46116248,41.61943366,39.07555149,3.852915321,0.06,0.54,0.41,0
799,westmidlands2021,4.8,10.4583053,41.49563757,39.20121278,3.863258597,0.06,0.53,0.41,0
800,westmidlands2021,4.9,10.40143667,41.46614384,39.30988447,3.855576009,0.06,0.53,0.42,0
801,westmidlands2021,5,10.3802927,41.46021038,39.36090616,3.852248494,0.06,0.53,0.42,0
802,westmidlands2021,5.1,10.42775045,41.34437371,39.41267373,3.8338507,0.06,0.52,0.42,0
803,westmidlands2021,5.2,10.39648152,41.26820483,39.52787625,3.827457592,0.06,0.52,0.42,0
804,westmidlands2021,5.3,10.4191181,41.12014381,39.66356833,3.807552232,0.06,0.51,0.43,0
805,westmidlands2021,5.4,10.41139544,41.07222839,39.73562051,3.803160663,0.06,0.51,0.43,0
806,westmidlands2021,5.5,10.36654772,41.04739906,39.83926401,3.796858418,0.06,0.51,0.44,0
807,westmidlands2021,5.6,10.4119626,40.87152743,39.94755922,3.792362645,0.06,0.5,0.44,0
808,westmidlands2021,5.7,10.31044932,40.91114612,40.05788773,3.781138905,0.06,0.5,0.44,0
809,westmidlands2021,5.8,10.37238227,40.7800439,40.12000781,3.77526493,0.06,0.5,0.45,0
810,westmidlands2021,5.9,10.24528654,40.74757081,40.33067579,3.767638544,0.05,0.49,0.45,0
811,westmidlands2021,6,10.3115269,40.66440403,40.34380537,3.75166869,0.06,0.49,0.45,0
812,westmidlands2021,6.1,10.23832718,40.62118489,40.48531784,3.749620923,0.05,0.49,0.46,0
813,westmidlands2021,6.2,10.20622169,40.54710758,40.59896277,3.749678925,0.05,0.48,0.46,0
814,westmidlands2021,6.3,10.21768566,40.46565777,40.67025295,3.738087426,0.05,0.48,0.47,0
815,westmidlands2021,6.4,10.23195293,40.36205571,40.78240814,3.713496543,0.05,0.48,0.47,0
816,westmidlands2021,6.5,10.19524357,40.27547681,40.89398291,3.719053655,0.05,0.47,0.48,0
817,westmidlands2021,6.6,10.27195664,40.2290294,40.87596568,3.694083994,0.05,0.47,0.48,0
818,westmidlands2021,6.7,10.19069628,40.167313,41.0579658,3.692921155,0.05,0.46,0.48,0
819,westmidlands2021,6.8,10.13922474,40.1300979,41.16691704,3.69648781,0.05,0.46,0.49,0
820,westmidlands2021,6.9,10.1396261,40.08941815,41.23029094,3.677401267,0.05,0.46,0.49,0
821,westmidlands2021,7,10.06618451,40.02598874,41.38316391,3.674471387,0.05,0.45,0.49,0
822,westmidlands2021,7.1,10.08280578,39.8904605,41.51234871,3.667071617,0.05,0.45,0.5,0
823,westmidlands2021,7.2,10.17101706,39.78946062,41.52472213,3.644008253,0.05,0.45,0.5,0
824,westmidlands2021,7.3,10.1122066,39.72311927,41.66502343,3.639766971,0.05,0.45,0.5,0
825,westmidlands2021,7.4,10.0569037,39.63004787,41.8209762,3.65551177,0.05,0.44,0.51,0
826,westmidlands2021,7.5,10.01792184,39.66486151,41.84493816,3.633216071,0.05,0.44,0.51,0
827,westmidlands2021,7.6,10.0259028,39.57226422,41.95589577,3.618435865,0.05,0.43,0.52,0
828,westmidlands2021,7.7,10.00637266,39.52055822,42.03656345,3.625882432,0.05,0.43,0.52,0
829,westmidlands2021,7.8,9.993202352,39.42763311,42.16648861,3.603784147,0.05,0.43,0.52,0
830,westmidlands2021,7.9,9.992574068,39.28111283,42.3127632,3.595435683,0.05,0.42,0.53,0
831,westmidlands2021,8,9.942743539,39.27779255,42.41569102,3.572980658,0.05,0.42,0.53,0
832,westmidlands2021,8.1,9.97780147,39.21949458,42.39991635,3.581941802,0.05,0.42,0.53,0
833,westmidlands2021,8.2,9.927268887,39.13869706,42.59201178,3.562816287,0.05,0.41,0.54,0
834,westmidlands2021,8.3,9.922433493,39.0738823,42.67009759,3.555890542,0.05,0.41,0.54,0
835,westmidlands2021,8.4,9.943354391,38.93704602,42.76816381,3.544552774,0.05,0.4,0.55,0
836,westmidlands2021,8.5,9.8413905,38.92740038,42.90664173,3.556401504,0.05,0.4,0.55,0
837,westmidlands2021,8.6,9.890477062,38.80494347,42.9854414,3.528789236,0.05,0.4,0.56,0
838,westmidlands2021,8.7,9.920906646,38.72375999,43.05428196,3.518903754,0.05,0.39,0.56,0
839,westmidlands2021,8.8,9.849300527,38.71815676,43.14757416,3.522868278,0.05,0.39,0.56,0
840,westmidlands2021,8.9,9.806159927,38.6580533,43.27450496,3.502594558,0.05,0.39,0.57,0
841,westmidlands2021,9,9.835473477,38.50354169,43.38649485,3.507761217,0.05,0.38,0.57,0
842,westmidlands2021,9.1,9.744709669,38.56706626,43.4603487,3.487188405,0.05,0.38,0.57,0
843,westmidlands2021,9.2,9.753107339,38.45914806,43.55664381,3.489697655,0.05,0.38,0.58,0
844,westmidlands2021,9.3,9.799211741,38.28724543,43.69798766,3.462622446,0.05,0.37,0.59,0
845,westmidlands2021,9.4,9.700076526,38.32180325,43.80617097,3.458641152,0.05,0.37,0.59,0
846,westmidlands2021,9.5,9.736966366,38.21328917,43.85588963,3.457618493,0.05,0.36,0.59,0
847,westmidlands2021,9.6,9.724289478,38.15933844,43.91743903,3.463708448,0.05,0.36,0.59,0
848,westmidlands2021,9.7,9.696035227,38.09864559,44.05431786,3.431713517,0.05,0.36,0.6,0
849,westmidlands2021,9.8,9.717095215,37.99023828,44.13781504,3.427804313,0.05,0.35,0.6,0
850,westmidlands2021,9.9,9.751454152,37.88002295,44.20077039,3.410200789,0.05,0.35,0.6,0
851,westmidlands2021,10,9.672147052,37.8613601,44.3269563,3.411038375,0.05,0.35,0.61,0
852,westmidlands2021,10.1,9.630015876,37.85209237,44.40462153,3.405895597,0.05,0.35,0.61,0
853,westmidlands2021,10.2,9.649168106,37.7294555,44.51900434,3.383546252,0.05,0.34,0.61,0
854,westmidlands2021,10.3,9.587847852,37.664329,44.66463456,3.392277647,0.05,0.34,0.62,0
855,westmidlands2021,10.4,9.556821767,37.58510409,44.8028531,3.367661227,0.04,0.33,0.63,0
856,westmidlands2021,10.5,9.516403696,37.59697704,44.86277494,3.363536515,0.04,0.33,0.62,0
857,westmidlands2021,10.6,9.554061333,37.43732831,44.98215141,3.346194437,0.04,0.33,0.63,0
858,westmidlands2021,10.7,9.532967024,37.39817241,45.06123734,3.335256651,0.04,0.32,0.63,0
859,westmidlands2021,10.8,9.541189179,37.2945595,45.14859044,3.313286362,0.04,0.32,0.64,0
860,westmidlands2021,10.9,9.48408528,37.22888346,45.32215553,3.31693397,0.04,0.31,0.64,0
861,westmidlands2021,11,9.535403226,37.12590819,45.35527389,3.297701605,0.04,0.31,0.64,0
862,westmidlands2021,11.1,9.459543866,37.15148772,45.43848899,3.306972125,0.04,0.31,0.65,0
863,westmidlands2021,11.2,9.469075278,37.00683452,45.61154189,3.27152392,0.04,0.3,0.65,0
864,westmidlands2021,11.3,9.426099348,37.00945223,45.64485125,3.286912386,0.04,0.3,0.66,0
865,westmidlands2021,11.4,9.431548383,36.87064005,45.76677842,3.276330825,0.04,0.3,0.66,0
866,westmidlands2021,11.5,9.437893679,36.79053391,45.87042881,3.258349564,0.04,0.3,0.66,0
867,westmidlands2021,11.6,9.402041294,36.75890698,45.93011731,3.250619565,0.04,0.29,0.67,0
868,westmidlands2021,11.7,9.393601535,36.67948126,46.04493606,3.228601145,0.04,0.29,0.67,0
869,westmidlands2021,11.8,9.389656994,36.60403553,46.1430049,3.216143046,0.04,0.28,0.68,0
870,westmidlands2021,11.9,9.375509347,36.48334823,46.2849461,3.218316491,0.04,0.28,0.68,0
871,westmidlands2021,12,9.318811186,36.49284228,46.37129681,3.215367454,0.04,0.28,0.68,0
872,westmidlands2021,12.1,9.307374188,36.39120854,46.48784979,3.202299002,0.04,0.28,0.69,0
873,westmidlands2021,12.2,9.271985783,36.3810878,46.55897004,3.172094644,0.04,0.27,0.69,0
874,westmidlands2021,12.3,9.262729042,36.27953295,46.68249208,3.180411839,0.04,0.27,0.69,0
875,westmidlands2021,12.4,9.236452913,36.22841103,46.79730421,3.157387615,0.04,0.27,0.7,0
876,westmidlands2021,12.5,9.266143429,36.11958377,46.850861,3.159480394,0.04,0.26,0.7,0
877,westmidlands2021,12.6,9.263452345,36.05582959,46.92649699,3.148189178,0.04,0.26,0.7,0
878,westmidlands2021,12.7,9.199543207,36.02933126,47.05110401,3.144003104,0.04,0.26,0.7,0
879,westmidlands2021,12.8,9.194707001,35.89567084,47.1597953,3.143134743,0.04,0.25,0.71,0
880,westmidlands2021,12.9,9.216724606,35.81643188,47.24312422,3.124053458,0.04,0.25,0.71,0
881,westmidlands2021,13,9.180625344,35.73912306,47.38488166,3.10190777,0.04,0.25,0.72,0
882,westmidlands2021,13.1,9.150634927,35.69871306,47.46240111,3.094504056,0.04,0.24,0.72,0
883,westmidlands2021,13.2,9.17588383,35.55895882,47.59544708,3.072925234,0.04,0.24,0.72,0
884,westmidlands2021,13.3,9.100772619,35.60622986,47.63425493,3.080720452,0.04,0.24,0.73,0
885,westmidlands2021,13.4,9.167748232,35.44130115,47.71646586,3.054320463,0.04,0.23,0.73,0
886,westmidlands2021,13.5,9.078669326,35.42536154,47.87870335,3.05141871,0.04,0.23,0.73,0
887,westmidlands2021,13.6,9.059671918,35.35684812,47.97945391,3.042990994,0.04,0.23,0.74,0
888,westmidlands2021,13.7,9.028426826,35.29481501,48.1065935,3.031255023,0.04,0.22,0.74,0
889,westmidlands2021,13.8,9.035423623,35.22896379,48.13501277,3.027311726,0.04,0.22,0.74,0
890,westmidlands2021,13.9,9.044739006,35.09128618,48.31014013,3.001781931,0.04,0.22,0.75,0
891,westmidlands2021,14,9.046642889,35.05667104,48.32593298,2.990715597,0.04,0.22,0.75,0
892,westmidlands2021,14.1,9.029617195,35.01302003,48.40941004,2.988606517,0.04,0.22,0.75,0
893,westmidlands2021,14.2,9.005663308,34.96139039,48.50746419,2.970257912,0.03,0.21,0.75,0
894,westmidlands2021,14.3,8.978048315,34.80352122,48.70850844,2.958650929,0.04,0.21,0.76,0
895,westmidlands2021,14.4,8.912653341,34.81089124,48.77024251,2.950587703,0.04,0.21,0.76,0
896,westmidlands2021,14.5,8.925763135,34.7734867,48.81171823,2.930516066,0.03,0.2,0.76,0
897,westmidlands2021,14.6,8.963411813,34.64908122,48.9187754,2.909553794,0.03,0.2,0.77,0
898,westmidlands2021,14.7,8.921497914,34.53886621,49.09069473,2.919376628,0.03,0.2,0.77,0
899,westmidlands2021,14.8,8.880363572,34.51833107,49.17267845,2.896318824,0.03,0.19,0.77,0
900,westmidlands2021,14.9,8.852298739,34.44256841,49.30563465,2.875653252,0.03,0.19,0.78,0
901,westofengland2021,0,14.29858514,42.25421165,32.39902691,11.0481763,0.09,0.65,0.26,0
902,westofengland2021,0.1,14.41266552,42.06531981,32.46508326,11.05693141,0.09,0.64,0.26,0.01
903,westofengland2021,0.2,14.36292605,42.14563785,32.44535612,11.04607998,0.09,0.64,0.26,0.01
904,westofengland2021,0.3,14.35533712,42.08487953,32.51159332,11.04819003,0.09,0.64,0.26,0.01
905,westofengland2021,0.4,14.30799708,42.15097555,32.46857755,11.07244982,0.09,0.64,0.26,0.01
906,westofengland2021,0.5,14.34418519,42.14065109,32.4369073,11.07825642,0.09,0.64,0.26,0.01
907,westofengland2021,0.6,14.25817371,42.21048022,32.45150479,11.07984128,0.09,0.65,0.26,0.01
908,westofengland2021,0.7,14.24042737,42.16131814,32.50209142,11.09616307,0.09,0.64,0.26,0.01
909,westofengland2021,0.8,14.28833534,42.14722268,32.52837148,11.03607049,0.09,0.64,0.26,0.01
